Species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Elanus_scriptus,NA,4.5,NA,315.8,NA,NA,NA,NA,NA,26,NA,35,NA,NA,NA,343,288.6,303,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA
Erythrotriorchis_buergersi,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrotriorchis_radiatus,NA,2,NA,937.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240,635,NA,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Eutriorchis_astur,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,NA,NA,NA,NA,NA,NA,NA
Gampsonyx_swainsonii,NA,2.5,2,92.9,NA,NA,NA,NA,NA,NA,35,35,NA,NA,NA,NA,94,92.575,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA
Geranoaetus_albicaudatus,1095.75,2,1,889,6.5,NA,NA,NA,NA,70,31.2,50.5,6.5,NA,NA,984,865,884,46.3,58.9,NA,52,NA,NA,NA,NA,NA,NA,NA
Geranoaetus_melanoleucus,NA,2,NA,2433.75,42,NA,NA,NA,NA,98,NA,NA,42,NA,NA,2975.5,1919.5,2860,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
Geranoaetus_polyosoma,NA,2,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141,825,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
Geranospiza_caerulescens,NA,2,NA,303,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,328,279,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Gypaetus_barbatus,2544.276,1.5,1,5606.041667,40,NA,NA,NA,NA,220,55.75,107.5,40,NA,NA,6212.5,5075,5687.5,NA,NA,NA,109.5,NA,NA,NA,NA,NA,NA,NA
Gypohierax_angolensis,1453.872,1,1,1600,27.1,NA,NA,NA,NA,107,44,90,27.1,NA,NA,1712,1505,1600,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Gyps_africanus,2180.808,1,1,5442.5,19.7,NA,NA,150,NA,214,57,125,19.7,NA,NA,NA,NA,5452,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
Gyps_bengalensis,NA,1,1,4871,17.2,NA,NA,NA,NA,204,48.5,91.32,17.2,NA,1,NA,NA,5212,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
Gyps_coprotheres,1729.537,1,1,7862,41.4,NA,NA,187.5,NA,248,54.75,115,19.7,1460,NA,8525,8350,7971.5,NA,NA,NA,100.75,NA,NA,NA,NA,NA,NA,NA
Gyps_fulvus,1460,1,1,7436,41.4,NA,NA,200,NA,252,54,113.75,41.4,1460,NA,8525,8350,7393,NA,NA,NA,101.5,NA,NA,NA,NA,NA,NA,NA
Gyps_himalayensis,NA,1,1,10000,NA,NA,NA,NA,NA,258,57,138,NA,NA,NA,9000,11000,10000,NA,NA,NA,106.5,NA,NA,NA,NA,NA,NA,NA
Gyps_indicus,1826.25,1,NA,5705,NA,NA,NA,NA,NA,235,50,NA,NA,NA,NA,NA,NA,5705,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
Gyps_rueppelli,2544.276,1,1,7400,NA,NA,NA,180,NA,225,55,130,NA,NA,NA,NA,NA,7400,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA
Gyps_tenuirostris,1826.25,1,NA,5705,NA,NA,NA,NA,NA,235,50,NA,NA,NA,NA,NA,NA,5705,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_albicilla,1729.537,2,1,4793,42,NA,NA,86,NA,132.5,39.5,73.75,29.83333333,1460,NA,5572,4014,4500,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_humilis,NA,3,NA,782.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.25,NA,NA,NA,60.5,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_ichthyaetus,NA,2,NA,2037.5,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,2485,1590,NA,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_leucocephalus,1460,2,1,4740,48,NA,NA,NA,NA,117,35,74.25,32.96666667,1460,NA,5350,4130,5000,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_leucogaster,1363.005,2,1,2751.5,10.41666667,NA,NA,NA,NA,117,NA,67.5,10.41666667,NA,NA,3330,2400,2638,NA,NA,NA,77.5,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_leucoryphus,1817.34,2.5,1,2807.5,NA,NA,NA,NA,NA,117,40,87.5,NA,NA,NA,3088,2562,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_pelagicus,1817.34,2,1,7224.75,25,NA,NA,NA,NA,165,41.5,70,25,NA,NA,7885,5500,7757,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_sanfordi,NA,NA,NA,2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_vocifer,1453.872,2,1,2806.5,40,NA,NA,NA,NA,120,44.25,70,24,NA,1,3400,2212.75,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
Haliaeetus_vociferoides,NA,2,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haliastur_indus,NA,2,NA,529,NA,NA,NA,NA,NA,49,26.5,52.5,NA,NA,NA,466,409,541.25,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Haliastur_sphenurus,NA,2,1,755,11,NA,NA,NA,NA,56.5,36.5,NA,10.9,NA,NA,845,650,759,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
Hamirostra_melanosternon,NA,2,NA,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Harpagus_bidentatus,NA,2,NA,198.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.5,187,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
Harpagus_diodon,NA,2,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpia_harpyja,1817.34,2,0.5,4800,16.8,NA,NA,NA,NA,143,55,144.5,16.8,NA,NA,8300,4550,NA,NA,NA,NA,95.5,NA,NA,NA,NA,NA,NA,NA
Harpyopsis_novaeguineae,NA,NA,NA,2000,30,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helicolestes_hamatus,NA,2,NA,424.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,421.5,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
Henicopernis_longicauda,NA,NA,NA,588.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieraaetus_ayresii,NA,1,NA,909.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.75,714,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
Hieraaetus_morphnoides,NA,1.825,1,791,10.3,NA,NA,NA,NA,62,36.5,60.88,10.3,NA,NA,949,633,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Hieraaetus_pennatus,726.936,2,1,842,12,NA,NA,46.5,NA,60.3,36.25,52,12,NA,NA,975,705,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Hieraaetus_wahlbergi,1090.404,1,1,787,22.3,NA,NA,NA,NA,73,45.5,72.5,11.8,NA,NA,1223.5,641,1147,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
Hieraaetus_weiskei,NA,1.825,1,791,10.3,NA,NA,NA,NA,62,36.5,60.88,10.3,NA,NA,949,633,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Ictinaetus_malaiensis,NA,1,NA,1027.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027.75,NA,NA,NA,72.5,NA,NA,NA,NA,NA,NA,NA
Ictinia_mississippiensis,365,2,1,281,11.2,NA,NA,17,NA,27,30.5,34,9.583333333,365,NA,311,245,305,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
Ictinia_plumbea,NA,1.45,NA,245.25,NA,NA,NA,NA,NA,27,NA,30,NA,NA,NA,256.5,241,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA
Kaupifalco_monogrammicus,726.936,2,NA,278,8.6,NA,NA,NA,NA,31.2,33,40,8.6,NA,NA,310,244.25,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA
Leptodon_cayanensis,NA,2.5,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,261,501.25,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Leptodon_forbesi,NA,NA,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucopternis_kuhli,NA,NA,NA,322.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,322.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucopternis_melanops,NA,NA,NA,312.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.5,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucopternis_occidentalis,NA,1,NA,656,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,779,626.5,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
Leucopternis_semiplumbeus,NA,NA,NA,287.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lophaetus_occipitalis,NA,1.53,1,1179.125,NA,NA,NA,60,NA,75,42,55,NA,NA,NA,1445,1137.75,1061.75,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
Lophoictinia_isura,NA,3,NA,585.5,17,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,670,501,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Lophotriorchis_kienerii,NA,1,NA,815.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.5,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Macheiramphus_alcinus,NA,1.25,1,650,NA,NA,NA,NA,NA,NA,30,37.5,NA,NA,NA,NA,NA,650,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Megatriorchis_doriae,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melierax_canorus,NA,1.75,1,636,NA,NA,NA,NA,NA,54.5,37,53,NA,NA,NA,724,548,675,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
Melierax_gabar,NA,2.25,NA,155.5,NA,NA,NA,NA,NA,22.5,33,32,NA,NA,NA,204,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melierax_metabates,NA,1.2,1,758.5,NA,NA,NA,NA,NA,50,NA,42.5,NA,NA,NA,846.75,670.75,705,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Melierax_poliopterus,NA,1.75,1,636,NA,NA,NA,NA,NA,54.5,37,53,NA,NA,NA,724,548,675,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Micronisus_gabar,NA,2.165,NA,166.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.5,106.5,177.5,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA
Milvus_aegyptius,1095,2.5,1,828.5,24,NA,NA,43.5,NA,56,32,42.75,23.75,1095,NA,850,807,567.5,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Milvus_migrans,1095,2.5,1,828.5,24,NA,NA,43.5,NA,56,32,42.75,23.75,1095,NA,850,807,567.5,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Milvus_milvus,1001.835,2,1,1090,38,NA,NA,50,NA,62.5,31.5,58,26,1095,NA,1216,938.5,1100,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Morphnarchus_princeps,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morphnus_guianensis,NA,2,NA,1750,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,1750,NA,1750,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
Necrosyrtes_monachus,NA,1,1,2075,NA,NA,NA,NA,NA,121,51,100,NA,NA,NA,NA,NA,2075,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Neophron_percnopterus,1817.34,2,1,2039.333333,37,NA,NA,NA,NA,94,42,80,37,NA,NA,2063,1964.5,1991,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Nisaetus_alboniger,NA,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaetus_bartelsi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
Nisaetus_cirrhatus,NA,1,NA,1585,NA,NA,NA,NA,NA,90.5,NA,NA,NA,NA,NA,1592.5,1360,NA,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA
Nisaetus_floris,NA,1,NA,1585,NA,NA,NA,NA,NA,90.5,NA,NA,NA,NA,NA,1592.5,1360,NA,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA
Nisaetus_kelaarti,NA,1,NA,3000,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,3362.5,2650,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
Nisaetus_nanus,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaetus_nipalensis,NA,1,NA,3000,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,3362.5,2650,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
Nisaetus_philippensis,NA,NA,NA,1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parabuteo_leucorrhous,NA,2.2,NA,339.5,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,389,290,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA
Parabuteo_unicinctus,365,2.92,1.5,939.63,25,NA,NA,NA,NA,50,34.25,40,15,365,NA,1026.375,715,1020,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
Pernis_apivorus,910.968,2,1,762.5,29,NA,NA,NA,NA,49,32.5,42,29,1095,NA,811.5,709,652,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
Pernis_celebensis,NA,2,NA,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
Pernis_ptilorhynchus,910.968,2,1,837.5,29,NA,NA,NA,NA,49,32.5,42,29,1095,NA,834.75,734,1066,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
Pernis_steerei,NA,2,NA,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
Pithecophaga_jefferyi,1825,1,0.5,5325,41,NA,NA,NA,NA,NA,61.5,105,41,2555,NA,6000,4557,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA
Polemaetus_bellicosus,1817.34,1,1,4706.75,25,NA,NA,NA,NA,182,52,98,19.5,1643.625,1.5,4952,4162.5,3965,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA
Polyboroides_radiatus,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
Polyboroides_typus,1090.404,2,1,637.5,NA,NA,NA,NA,NA,58.5,35.5,52.5,NA,NA,NA,711,564,NA,NA,NA,NA,59.5,NA,NA,NA,NA,NA,NA,NA
Pseudastur_albicollis,NA,1,NA,652,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,789.5,626.5,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
Rostrhamus_sociabilis,657.45,3,1.5,382.5833333,17,NA,NA,29.3,NA,32.15,30,30,17,365,NA,400,351.5,420,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA
Rupornis_magnirostris,NA,2,NA,276,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,332.35,269,269,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA
Sarcogyps_calvus,NA,1,NA,4550,NA,NA,NA,NA,NA,205,45,NA,NA,NA,NA,NA,NA,4550,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
Spilornis_cheela,NA,1,NA,800,NA,NA,NA,NA,NA,95,35,60,NA,NA,NA,565,420,900,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Spilornis_holospilus,NA,1,NA,765.25,NA,NA,NA,NA,NA,95,35,60,NA,NA,NA,565,420,850,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Spilornis_kinabaluensis,NA,1,NA,800,NA,NA,NA,NA,NA,95,35,60,NA,NA,NA,565,420,900,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Spilornis_klossi,NA,1,NA,800,NA,NA,NA,NA,NA,95,35,60,NA,NA,NA,565,420,900,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Spilornis_minimus,NA,1,NA,800,NA,NA,NA,NA,NA,95,35,60,NA,NA,NA,565,420,900,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Spilornis_rufipectus,NA,1,NA,800,NA,NA,NA,NA,NA,95,35,60,NA,NA,NA,565,420,900,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Spizaetus_isidori,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,NA,NA,NA,NA,NA,NA,NA
Spizaetus_melanoleucus,NA,1,NA,807.5,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,765,850,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Spizaetus_nanus,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizaetus_ornatus,NA,1,NA,1214.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410.5,1017,NA,NA,NA,NA,60.5,NA,NA,NA,NA,NA,NA,NA
Spizaetus_tyrannus,NA,2,NA,1067.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122,904,NA,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA
Stephanoaetus_coronatus,1817.34,1.81,0.5,3643.75,18,NA,NA,NA,NA,112,49,112.5,17,NA,2,3757,3760,3643.75,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA
Terathopius_ecaudatus,NA,1,1,2278.166667,NA,NA,NA,NA,NA,168,55,112.5,NA,NA,NA,2439,2250,2242,NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA
Torgos_tracheliotos,2180.808,1,1,6800,NA,NA,NA,200,NA,238,56,125.5,NA,NA,NA,6575,6800,6800,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,2191.5
Trigonoceps_occipitalis,NA,1,1,3828.5,NA,NA,NA,NA,NA,196,56,115,NA,NA,NA,4675,3813,3881.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urotriorchis_macrourus,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cathartes_aura,730.5,2,1,1776,20.8,NA,NA,60,NA,82.1,39.25,75,16.83333333,NA,NA,1811,1426,1552,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
Cathartes_burrovianus,NA,2,NA,1046,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,1046,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
Cathartes_melambrotus,NA,2,NA,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
Coragyps_atratus,2921,2,1,2080.5,25.5,NA,NA,70,NA,103,36.5,75,25.5,2920,NA,2103.75,2065,1899.75,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
Gymnogyps_californianus,2185.404,1,1,8800,45,NA,NA,185.3,NA,280,56.25,192.5,45,2190,NA,8100,8800,10104,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA
Sarcoramphus_papa,NA,1,1,3402.5,40,NA,NA,NA,NA,195,57,85,40,NA,NA,NA,NA,3400,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
Vultur_gryphus,2555,1,0.5,10500,75,NA,NA,255,NA,270,56,180,75,2555,NA,10100,12125,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA
Pandion_cristatus,1092.702,3,1,1527.5,32,NA,NA,46.15,NA,72,37.5,52.5,25,1095,NA,1627,1428,1700,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
Pandion_haliaetus,1092.702,3,1,1527.5,32,NA,NA,46.15,NA,72,37.5,52.5,25,1095,NA,1627,1428,1700,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
Sagittarius_serpentarius,NA,2,1.25,3900,18.6,NA,NA,56,NA,130,43.5,83.5,18.6,NA,NA,3405,3809,4017,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA
Aix_galericulata,363.468,10.5,1,560,10,NA,NA,NA,NA,41,29,42.5,9,NA,NA,512,628,556,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aix_sponsa,365,11.8,1.5,657.5,22.5,NA,NA,23.85,NA,43.5,30,61.5,22.5,365,NA,637,680,646.25,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
Alopochen_aegyptiaca,730,8.484375,1,1900,25.5,NA,NA,54,NA,96,29,72.5,25.5,730,NA,1650,1974,1907,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
Amazonetta_brasiliensis,NA,7,1,400,NA,NA,NA,NA,NA,32.15,25,NA,NA,NA,NA,370,430,400,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA
Anas_acuta,240,7.7,1,872.25,27.417,NA,NA,28,NA,42.2,22.5,45,26.95,240,NA,861.75,930,843,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Anas_albogularis,NA,7.95,1,472,17.08333333,NA,NA,NA,NA,35,25.25,56,17.08333333,NA,NA,469,507.5,472,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
Anas_americana,364.234,8.5,1,786,21.33333333,NA,NA,24,NA,44,23.5,48.25,21.3,365,NA,710,792,786,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
Anas_andium,NA,6.400728863,1,420.25,NA,NA,NA,NA,NA,39,23.5,46,NA,NA,NA,394,439.5,414.5,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
Anas_aucklandica,NA,5.5,1,493.25,NA,NA,NA,NA,NA,62,28,NA,NA,NA,NA,410,521,500,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
Anas_bahamensis,NA,8.05,1,532.5,6.25,NA,NA,NA,NA,34,25.5,NA,6.225,NA,NA,543.25,518.25,438,NA,NA,NA,44.5,NA,NA,NA,NA,NA,NA,NA
Anas_bernieri,NA,6,1,362.5,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,359.5,380,344,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
Anas_capensis,NA,8.401114206,1,403.3333333,NA,NA,NA,23.4,NA,33.2,24,56,NA,NA,NA,380,419,406.5,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Anas_carolinensis,271.734,9.5,1,342.4,27.1,NA,NA,15.9,NA,26.5,22,39,20.5,180,NA,323.5,358.6666667,319.5,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA
Anas_castanea,NA,9.5,1,590,NA,NA,NA,NA,NA,40,26,NA,NA,NA,NA,591.5,671.5,595.5,NA,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA
Anas_chlorotis,NA,5.5,1,500,NA,NA,NA,NA,NA,61.4,28,NA,NA,NA,NA,410,521,530.5,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
Anas_clypeata,240,10,1,613,22.34,NA,NA,24,NA,39.5,23,44.75,20.4,240,NA,590,636,613,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA
Anas_crecca,271.734,9.5,1,343.8,27.1,NA,NA,15.9,NA,27.1,22,39,21,180,NA,323.5,358.6666667,338,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA
Anas_cyanoptera,364.234,10,1.25,383,12.917,NA,NA,18.2,NA,31.5,23,49,12.9,365,NA,365.25,395.5,370.5,NA,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA
Anas_diazi,365,10.515,1,1123,29.1,NA,NA,30.7,NA,54,26.5,55.5,25.49166667,365,NA,1099.5,1206.5,1114,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Anas_discors,301.734,10,1,398.5,23.25,NA,NA,18.3,NA,28.1,24.1,41.25,22.3,240,NA,395,402,396,NA,NA,306.5,38,NA,NA,NA,NA,NA,NA,NA
Anas_eatoni,240,7.5,1,841,27.417,NA,NA,28,NA,41.6,22.5,45,26.95,240,NA,857.5,927.5,780,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Anas_erythrorhyncha,NA,9,1,577.25,NA,NA,NA,NA,NA,39,25,56,NA,NA,NA,539.75,589.5,566,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA
